TID,PID,PLAYER,NATIONALITY,TYPE,PRICE,SOLD/UNSOLD,TEAM,YEAR
2017-NONE,Ashton Turner-2017,Ashton Turner,Overseas,All-Rounder,2,UNSOLD,NONE,2017
2017-NONE,Raymon Reifer-2017,Raymon Reifer,Overseas,All-Rounder,2,UNSOLD,NONE,2017
2017-NONE,Rajagopal Sathish-2017,Rajagopal Sathish,Indian,All-Rounder,2,UNSOLD,NONE,2017
2017-NONE,Harpreet Singh-2017,Harpreet Singh,Indian,Batsman,2,UNSOLD,NONE,2017
2017-NONE,Jalaj Saxena-2017,Jalaj Saxena,Indian,All-Rounder,2,UNSOLD,NONE,2017
2017-NONE,Nitin Saini-2017,Nitin Saini,Indian,Batsman,2,UNSOLD,NONE,2017
2017-NONE,Dishant Yagnik-2017,Dishant Yagnik,Indian,Batsman,2,UNSOLD,NONE,2017
2017-Delhi Daredevils,Ankeet Bawane-2017,Ankeet Bawane,Indian,Batsman,1,SOLD,Delhi Daredevils,2017
2017-Delhi Daredevils,Navdeep Saini-2017,Navdeep Saini,Indian,Bowler,1,SOLD,Delhi Daredevils,2017
2017-Delhi Daredevils,Shashank Singh-2017,Shashank Singh,Indian,All-Rounder,1,SOLD,Delhi Daredevils,2017
2017-Gujarat Lions,Akshdeep Nath-2017,Akshdeep Nath,Indian,All-Rounder,1,SOLD,Gujarat Lions,2017
2017-Gujarat Lions,Shubam Agrawal-2017,Shubam Agrawal,Indian,All-Rounder,1,SOLD,Gujarat Lions,2017
2017-Gujarat Lions,Tejas Singh Baroka-2017,Tejas Singh Baroka,Indian,Bowler,1,SOLD,Gujarat Lions,2017
2017-Gujarat Lions,Chirag Suri-2017,Chirag Suri,Indian,Batsman,1,SOLD,Gujarat Lions,2017
2017-Gujarat Lions,Pratham Singh-2017,Pratham Singh,Indian,All-Rounder,1,SOLD,Gujarat Lions,2017
2017-Gujarat Lions,Shelley Shaurya-2017,Shelley Shaurya,Indian,Bowler,1,SOLD,Gujarat Lions,2017
2017-Kings XI Punjab,Rinku Singh-2017,Rinku Singh,Indian,Batsman,1,SOLD,Kings XI Punjab,2017
2017-Kolkata Knight Riders,Sayan Ghosh-2017,Sayan Ghosh,Indian,Bowler,1,SOLD,Kolkata Knight Riders,2017
2017-Kolkata Knight Riders,R. Sanjay Yadav-2017,R. Sanjay Yadav,Indian,All-Rounder,1,SOLD,Kolkata Knight Riders,2017
2017-Kolkata Knight Riders,Ishank Jaggi-2017,Ishank Jaggi,Indian,Batsman,1,SOLD,Kolkata Knight Riders,2017
2017-Mumbai Indians,Kulwant Khejroliya-2017,Kulwant Khejroliya,Indian,Bowler,1,SOLD,Mumbai Indians,2017
2017-Rising Pune Supergiant,Rahul Chahar-2017,Rahul Chahar,Indian,Bowler,1,SOLD,Rising Pune Supergiant,2017
2017-Rising Pune Supergiant,Saurabh Kumar-2017,Saurabh Kumar,Indian,Bowler,1,SOLD,Rising Pune Supergiant,2017
2017-Rising Pune Supergiant,Milind Tandon-2017,Milind Tandon,Indian,All-Rounder,1,SOLD,Rising Pune Supergiant,2017
2017-Rising Pune Supergiant,Rahul Ajay Tripathi-2017,Rahul Ajay Tripathi,Indian,All-Rounder,1,SOLD,Rising Pune Supergiant,2017
2017-Royal Challengers Bangalore,Praveen Dubey-2017,Praveen Dubey,Indian,All-Rounder,1,SOLD,Royal Challengers Bangalore,2017
2017-Sunrisers Hyderabad,Pravin Tambe-2017,Pravin Tambe,Indian,Bowler,1,SOLD,Sunrisers Hyderabad,2017
2017-Sunrisers Hyderabad,Tanmay Agarwal-2017,Tanmay Agarwal,Indian,Batsman,1,SOLD,Sunrisers Hyderabad,2017
2017-NONE,Rishi Arothe-2017,Rishi Arothe,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Shivam Chauhan-2017,Shivam Chauhan,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Karan Kaila-2017,Karan Kaila,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,N Jagadeesan-2017,N Jagadeesan,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Ankit Kaushik-2017,Ankit Kaushik,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Ritwik Chowdhury-2017,Ritwik Chowdhury,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Ben McDermott-2017,Ben McDermott,Overseas,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Parth Kohli-2017,Parth Kohli,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Umang Sharma-2017,Umang Sharma,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Prithvi Shaw-2017,Prithvi Shaw,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Dasari Swaroop Kumar-2017,Dasari Swaroop Kumar,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Glenn Phillips-2017,Glenn Phillips,Overseas,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Vishal Kushwah-2017,Vishal Kushwah,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Nakul Sharma-2017,Nakul Sharma,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Kanishk Seth-2017,Kanishk Seth,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Jaskaranvir Singh Sohi-2017,Jaskaranvir Singh Sohi,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Shivam Dubey-2017,Shivam Dubey,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Puneet Datey-2017,Puneet Datey,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Vikas Tokas-2017,Vikas Tokas,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Akshay Chauhan-2017,Akshay Chauhan,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Jamaluddin Syed Mohammad-2017,Jamaluddin Syed Mohammad,Overseas,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Sandeep Warrier-2017,Sandeep Warrier,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Tushar Deshpande-2017,Tushar Deshpande,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Sumit Narwal-2017,Sumit Narwal,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Rush Kalaria-2017,Rush Kalaria,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Mahipal Lomror-2017,Mahipal Lomror,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,K M Asif-2017,K M Asif,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Bhargav Bhatt-2017,Bhargav Bhatt,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Priyank Panchal-2017,Priyank Panchal,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Manan Sharma-2017,Manan Sharma,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Mohit Ahlawat-2017,Mohit Ahlawat,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Manvinder Bisla-2017,Manvinder Bisla,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Prerak Mankad-2017,Prerak Mankad,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Shreevats Goswami-2017,Shreevats Goswami,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Amit Mishra-2017,Amit Mishra,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Ronit More-2017,Ronit More,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Sanjay Pahal-2017,Sanjay Pahal,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Kavish Panchal-2017,Kavish Panchal,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Vishnu Vinod-2017,Vishnu Vinod,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Shivam Sharma-2017,Shivam Sharma,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Abu Nechim Ahmed-2017,Abu Nechim Ahmed,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Rajesh Bishnoi-2017,Rajesh Bishnoi,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Babashafi Khan Pathan-2017,Babashafi Khan Pathan,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Rohan Prem-2017,Rohan Prem,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Rahul Shukla-2017,Rahul Shukla,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Syed Mehdi Hasan-2017,Syed Mehdi Hasan,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Hanuma Vihari-2017,Hanuma Vihari,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Sumit Ruikar-2017,Sumit Ruikar,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Ajay Ahlawat-2017,Ajay Ahlawat,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Varun Khanna-2017,Varun Khanna,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Shaurya Sanandia-2017,Shaurya Sanandia,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Veer Pratap Singh-2017,Veer Pratap Singh,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Manjeet Kumar Chaudhary-2017,Manjeet Kumar Chaudhary,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Hardik Sethi-2017,Hardik Sethi,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Tanveer Ulhaq-2017,Tanveer Ulhaq,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Ishwar Chaudhary-2017,Ishwar Chaudhary,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Azhar Shaikh-2017,Azhar Shaikh,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Cheepurupalli Stephen-2017,Cheepurupalli Stephen,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,K Vignesh-2017,K Vignesh,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Rajwinder Singh-2017,Rajwinder Singh,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,A. Aswin Crist-2017,A. Aswin Crist,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Yuvraj Chudasama-2017,Yuvraj Chudasama,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Deepak Dalal-2017,Deepak Dalal,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Vijay Gohil-2017,Vijay Gohil,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Pritam Das-2017,Pritam Das,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Rahul Kanojia-2017,Rahul Kanojia,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Nikit Dhumal-2017,Nikit Dhumal,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,R. Sai Kishore-2017,R. Sai Kishore,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Shakti Malviya-2017,Shakti Malviya,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,M. Ravi Kiran-2017,M. Ravi Kiran,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Rahil S Shah-2017,Rahil S Shah,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Prasidh Krishna-2017,Prasidh Krishna,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Siddarth Trivedi-2017,Siddarth Trivedi,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Paidakalva Vijay Kumar-2017,Paidakalva Vijay Kumar,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Dhruv Shorey-2017,Dhruv Shorey,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Chandra Pal Singh-2017,Chandra Pal Singh,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Kaushal Singh-2017,Kaushal Singh,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Diwesh Pathania-2017,Diwesh Pathania,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Shishir Bhavane-2017,Shishir Bhavane,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Umar Nazir Mir-2017,Umar Nazir Mir,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Arjit Gupta-2017,Arjit Gupta,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Khalid Ahmad-2017,Khalid Ahmad,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Pramod Chandila-2017,Pramod Chandila,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Paras Dogra-2017,Paras Dogra,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Dafedar Khizar Anwar-2017,Dafedar Khizar Anwar,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Aditya Garhwal-2017,Aditya Garhwal,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Himmat Singh-2017,Himmat Singh,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,M. D Sarfaraz Ashraf-2017,M. D Sarfaraz Ashraf,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Amandeep Khare-2017,Amandeep Khare,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Nick Buchanan-2017,Nick Buchanan,Overseas,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Pratyush Kumar-2017,Pratyush Kumar,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,R Samarth-2017,R Samarth,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Jaskarandeep Singh Buttar-2017,Jaskarandeep Singh Buttar,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Himanshu Rana-2017,Himanshu Rana,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Writtick Chatterjee-2017,Writtick Chatterjee,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Vinod Kumar C.V.-2017,Vinod Kumar C.V.,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Pawan Suyal-2017,Pawan Suyal,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Tanmay Srivastava-2017,Tanmay Srivastava,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Amir Gani-2017,Amir Gani,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Kuldeep Hooda-2017,Kuldeep Hooda,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,D'Arcy Short-2017,D'Arcy Short,Overseas,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Paul Valthaty-2017,Paul Valthaty,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Apoorv Vijay Wankhade-2017,Apoorv Vijay Wankhade,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Rituraj Singh-2017,Rituraj Singh,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Akash Bhandari-2017,Akash Bhandari,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Indrajith Baba-2017,Indrajith Baba,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Akhil Arvind Herwadkar-2017,Akhil Arvind Herwadkar,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Dharmendrasinh Jadeja-2017,Dharmendrasinh Jadeja,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,M.S. Washington Sundar-2017,M.S. Washington Sundar,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Ankit Soni-2017,Ankit Soni,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Chirag Jani-2017,Chirag Jani,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Anirudha Ashok Joshi-2017,Anirudha Ashok Joshi,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Mayank Dagar-2017,Mayank Dagar,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Rujul Haren Bhatt-2017,Rujul Haren Bhatt,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Amit Verma-2017,Amit Verma,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Akshay Karnewar-2017,Akshay Karnewar,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Varun Sood-2017,Varun Sood,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Pankaj Jaswal-2017,Pankaj Jaswal,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Jay Gokul Bista-2017,Jay Gokul Bista,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Manisankar Murasingh-2017,Manisankar Murasingh,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Shubham Ranjane-2017,Shubham Ranjane,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Vysak V-2017,Vysak V,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Kishore Pramod Kamath-2017,Kishore Pramod Kamath,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Hiten Dalal-2017,Hiten Dalal,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Milind Kumar-2017,Milind Kumar,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Parikshit Valsangkar-2017,Parikshit Valsangkar,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Suraj Yadav-2017,Suraj Yadav,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Ashok Menaria-2017,Ashok Menaria,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Antony Dhas-2017,Antony Dhas,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Jonty Sidhu-2017,Jonty Sidhu,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Amit Mishra-2017,Amit Mishra,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Saurabh Dubey-2017,Saurabh Dubey,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Sarabjit Ladda-2017,Sarabjit Ladda,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Ashish Reddy-2017,Ashish Reddy,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Atit Sheth-2017,Atit Sheth,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Yogesh Nagar-2017,Yogesh Nagar,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Amitoze Singh-2017,Amitoze Singh,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Tajendra Singh-2017,Tajendra Singh,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Ankit Lamba-2017,Ankit Lamba,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Vinay Galetiya-2017,Vinay Galetiya,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Biplab Samantray-2017,Biplab Samantray,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Vishnu Solanki-2017,Vishnu Solanki,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Amit Pachhara-2017,Amit Pachhara,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Virat Singh-2017,Virat Singh,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Shubham Mavi-2017,Shubham Mavi,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,M Mohammed-2017,M Mohammed,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,M. Kaushik Gandhi-2017,M. Kaushik Gandhi,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Akshay Wakhare-2017,Akshay Wakhare,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Sarthak Ranjan-2017,Sarthak Ranjan,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Ponam Ponia-2017,Ponam Ponia,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Prashant Chopra-2017,Prashant Chopra,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Ananta Saha-2017,Ananta Saha,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Nikhil Gangta-2017,Nikhil Gangta,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Chandrakant Sakure-2017,Chandrakant Sakure,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,C.M. Gautam-2017,C.M. Gautam,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Kumar Deobrat-2017,Kumar Deobrat,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Rassie Van der Dussen-2017,Rassie Van der Dussen,Overseas,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Anupam Amrut Sanklecha-2017,Anupam Amrut Sanklecha,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Vikash Singh-2017,Vikash Singh,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Arindam Ghosh-2017,Arindam Ghosh,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Pavan Deshpande-2017,Pavan Deshpande,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,K.B Arun Karthik-2017,K.B Arun Karthik,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Baltej Singh-2017,Baltej Singh,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Nishan Singh-2017,Nishan Singh,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Pradeep T-2017,Pradeep T,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Shamsher Yadav-2017,Shamsher Yadav,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Rajesh Bishnoi Sr.-2017,Rajesh Bishnoi Sr.,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Karanveer Singh-2017,Karanveer Singh,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Manik Gupta-2017,Manik Gupta,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Vijay Rajendra Jethi-2017,Vijay Rajendra Jethi,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Shubek Gill-2017,Shubek Gill,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Gitansh Khera-2017,Gitansh Khera,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Chaitanya Bishnoi-2017,Chaitanya Bishnoi,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Monu Kumar-2017,Monu Kumar,Indian,Bowler,1,UNSOLD,NONE,2017
2017-NONE,Mahesh Rawat-2017,Mahesh Rawat,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Kshitiz Sharma-2017,Kshitiz Sharma,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Fabid Farook Ahmed-2017,Fabid Farook Ahmed,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Ian Dev Singh Chauhan-2017,Ian Dev Singh Chauhan,Indian,Batsman,1,UNSOLD,NONE,2017
2017-NONE,Subodh Bhati-2017,Subodh Bhati,Indian,All-Rounder,1,UNSOLD,NONE,2017
2017-NONE,Christiaan Jonker-2017,Christiaan Jonker,Overseas,All-Rounder,1,UNSOLD,NONE,2017
2016-Royal Challengers Bangalore,Shane Watson-2016,Shane Watson,Overseas,All-Rounder,95,SOLD,Royal Challengers Bangalore,2016
2016-Delhi Daredevils,Pawan Negi-2016,Pawan Negi,Indian,All-Rounder,85,SOLD,Delhi Daredevils,2016
2016-Delhi Daredevils,Christopher Morris-2016,Christopher Morris,Overseas,All-Rounder,70,SOLD,Delhi Daredevils,2016
2016-Sunrisers Hyderabad,Yuvraj Singh-2016,Yuvraj Singh,Indian,All-Rounder,70,SOLD,Sunrisers Hyderabad,2016
2016-Kings XI Punjab,Mohit Sharma-2016,Mohit Sharma,Indian,Bowler,65,SOLD,Kings XI Punjab,2016
2016-Sunrisers Hyderabad,Ashish Nehra-2016,Ashish Nehra,Indian,Bowler,55,SOLD,Sunrisers Hyderabad,2016
2016-Rising Pune Supergiant,Mitchell Marsh-2016,Mitchell Marsh,Overseas,All-Rounder,48,SOLD,Rising Pune Supergiant,2016
2016-Rising Pune Supergiant,M. Ashwin-2016,M. Ashwin,Indian,Bowler,45,SOLD,Rising Pune Supergiant,2016
2016-Delhi Daredevils,Sanju Samson-2016,Sanju Samson,Indian,Batsman,42,SOLD,Delhi Daredevils,2016
2016-Delhi Daredevils,Carlos Brathwaite-2016,Carlos Brathwaite,Overseas,All-Rounder,42,SOLD,Delhi Daredevils,2016
2016-Sunrisers Hyderabad,Deepak Hooda-2016,Deepak Hooda,Indian,All-Rounder,42,SOLD,Sunrisers Hyderabad,2016
2016-Delhi Daredevils,Karun Nair-2016,Karun Nair,Indian,Batsman,40,SOLD,Delhi Daredevils,2016
2016-Mumbai Indians,Jos Buttler-2016,Jos Buttler,Overseas,Batsman,38,SOLD,Mumbai Indians,2016
2016-Rising Pune Supergiant,Ishant Sharma-2016,Ishant Sharma,Indian,Bowler,38,SOLD,Rising Pune Supergiant,2016
2016-Gujarat Lions,Praveen Kumar-2016,Praveen Kumar,Indian,Bowler,35,SOLD,Gujarat Lions,2016
2016-Rising Pune Supergiant,Kevin Pietersen-2016,Kevin Pietersen,Overseas,Batsman,35,SOLD,Rising Pune Supergiant,2016
2016-Mumbai Indians,Nathu Singh-2016,Nathu Singh,Indian,Bowler,32,SOLD,Mumbai Indians,2016
2016-Mumbai Indians,Tim Southee-2016,Tim Southee,Overseas,Bowler,25,SOLD,Mumbai Indians,2016
2016-Gujarat Lions,Dale Steyn-2016,Dale Steyn,Overseas,Bowler,23,SOLD,Gujarat Lions,2016
2016-Gujarat Lions,Dinesh Karthik-2016,Dinesh Karthik,Indian,Batsman,23,SOLD,Gujarat Lions,2016
2016-Gujarat Lions,Dwayne Smith-2016,Dwayne Smith,Overseas,All-Rounder,23,SOLD,Gujarat Lions,2016
2016-Kings XI Punjab,Kyle Abbott-2016,Kyle Abbott,Overseas,Bowler,21,SOLD,Kings XI Punjab,2016
2016-Gujarat Lions,Dhawal Kulkarni-2016,Dhawal Kulkarni,Indian,Bowler,20,SOLD,Gujarat Lions,2016
2016-Mumbai Indians,Krunal Pandya-2016,Krunal Pandya,Indian,All-Rounder,20,SOLD,Mumbai Indians,2016
2016-Royal Challengers Bangalore,Stuart Binny-2016,Stuart Binny,Overseas,All-Rounder,20,SOLD,Royal Challengers Bangalore,2016
2016-Royal Challengers Bangalore,Kane Richardson-2016,Kane Richardson,Overseas,Bowler,20,SOLD,Royal Challengers Bangalore,2016
2016-NONE,Michael Hussey-2016,Michael Hussey,Overseas,Batsman,20,UNSOLD,NONE,2016
2016-Delhi Daredevils,Rishabh Pant-2016,Rishabh Pant,Indian,Batsman,19,SOLD,Delhi Daredevils,2016
2016-Kolkata Knight Riders,Jaydev Unadkat-2016,Jaydev Unadkat,Indian,Bowler,16,SOLD,Kolkata Knight Riders,2016
2016-Kolkata Knight Riders,Ankit Singh Rajpoot-2016,Ankit Singh Rajpoot,Overseas,Bowler,15,SOLD,Kolkata Knight Riders,2016
2016-NONE,Brad Haddin-2016,Brad Haddin,Overseas,Batsman,15,UNSOLD,NONE,2016
