Name,Overs,Mdns,Runs,Wkts,Econ,Pos,Inns,Format,Opposition,Ground,Year
Shakib Al Hasan,10,0,26,2,2.6,3,2,ODI , Afghanistan,Mirpur,2016
Shakib Al Hasan,10,0,47,4,4.7,2,2,ODI , Afghanistan,Mirpur,2016
Shakib Al Hasan,6,0,34,0,5.66,3,2,ODI , Afghanistan,Mirpur,2016
Shakib Al Hasan,10,0,59,2,5.9,3,1,ODI , England,Mirpur,2016
Shakib Al Hasan,9,0,50,1,5.55,1,2,ODI , England,Mirpur,2016
Shakib Al Hasan,8,0,45,0,5.62,3,2,ODI , England,Chattogram,2016
Shakib Al Hasan,10,0,69,3,6.9,4,1,ODI , New Zealand,Christchurch,2016
Shakib Al Hasan,10,0,45,2,4.5,4,1,ODI , New Zealand,Nelson,2016
Shakib Al Hasan,8,0,55,0,6.87,4,2,ODI , New Zealand,Nelson,2016
Shakib Al Hasan,4,0,30,1,7.5,1,2,T20I , New Zealand,Napier,2017
Shakib Al Hasan,4,0,32,1,8,4,1,T20I , New Zealand,Mount Maunganui,2017
Shakib Al Hasan,4,0,22,0,5.5,4,1,T20I , New Zealand,Mount Maunganui,2017
Shakib Al Hasan,8,0,33,1,4.12,4,2,ODI , Sri Lanka,Dambulla,2017
Shakib Al Hasan,10,0,59,0,5.9,5,1,ODI , Sri Lanka,Dambulla,2017
Shakib Al Hasan,8,0,41,0,5.12,6,1,ODI , Sri Lanka,Colombo (SSC),2017
Shakib Al Hasan,3,0,29,0,9.66,5,2,T20I , Sri Lanka,Colombo (RPS),2017
Shakib Al Hasan,4,0,24,3,6,1,2,T20I , Sri Lanka,Colombo (RPS),2017
Shakib Al Hasan,10,1,50,0,5,2,2,ODI , New Zealand,Dublin,2017
Shakib Al Hasan,9,0,38,1,4.22,5,1,ODI , Ireland,Dublin (Malahide),2017
Shakib Al Hasan,8,0,41,2,5.12,5,1,ODI , New Zealand,Dublin,2017
Shakib Al Hasan,8,0,62,0,7.75,2,2,ODI , England,The Oval,2017
Shakib Al Hasan,10,0,52,0,5.2,5,1,ODI , New Zealand,Cardiff,2017
Shakib Al Hasan,9,0,54,0,6,5,2,ODI , India,Birmingham,2017
Shakib Al Hasan,8,0,48,0,6,4,2,ODI , South Africa,Kimberley,2017
Shakib Al Hasan,10,0,60,2,6,3,1,ODI , South Africa,Paarl,2017
Shakib Al Hasan,10,0,56,0,5.6,4,1,ODI , South Africa,East London,2017
Shakib Al Hasan,3,0,28,1,9.33,1,1,T20I , South Africa,Bloemfontein,2017
Shakib Al Hasan,4,0,22,2,5.5,1,1,T20I , South Africa,Potchefstroom,2017
Shakib Al Hasan,10,0,43,3,4.3,1,1,ODI , Zimbabwe,Mirpur,2018
Shakib Al Hasan,8,1,47,3,5.87,5,2,ODI , Sri Lanka,Mirpur,2018
Shakib Al Hasan,9,2,34,3,3.77,1,2,ODI , Zimbabwe,Mirpur,2018
Shakib Al Hasan,1,0,10,0,10,5,2,ODI , Sri Lanka,Mirpur,2018
Shakib Al Hasan,5,0,20,0,4,6,1,ODI , Sri Lanka,Mirpur,2018
Shakib Al Hasan,2,0,9,1,4.5,1,1,T20I , Sri Lanka,Colombo (RPS),2018
Shakib Al Hasan,4,0,28,1,7,1,2,T20I , India,Colombo (RPS),2018
Shakib Al Hasan,4,0,19,1,4.75,4,1,T20I , Afghanistan,Dehradun,2018
Shakib Al Hasan,4,0,37,0,9.25,2,2,T20I , Afghanistan,Dehradun,2018
Shakib Al Hasan,4,0,16,1,4,3,1,T20I , Afghanistan,Dehradun,2018
Shakib Al Hasan,7,0,43,0,6.14,6,2,ODI , West Indies,Providence,2018
Shakib Al Hasan,9,1,45,2,5,5,1,ODI , West Indies,Providence,2018
Shakib Al Hasan,10,0,45,0,4.5,7,2,ODI , West Indies,Basseterre,2018
Shakib Al Hasan,2.1,0,27,0,12.46,3,2,T20I , West Indies,Basseterre,2018
Shakib Al Hasan,4,0,19,2,4.75,4,2,T20I , West Indies,Lauderhill,2018
Shakib Al Hasan,4,0,22,1,5.5,6,2,T20I , West Indies,Lauderhill,2018
Shakib Al Hasan,9.2,0,31,1,3.32,4,2,ODI , Sri Lanka,Dubai (DSC),2018
Shakib Al Hasan,10,1,42,4,4.2,5,1,ODI , Afghanistan,Abu Dhabi,2018
Shakib Al Hasan,9.2,0,44,1,4.71,4,2,ODI , India,Dubai (DSC),2018
Shakib Al Hasan,9,0,55,1,6.11,5,2,ODI , Afghanistan,Abu Dhabi,2018
Shakib Al Hasan,10,0,36,1,3.6,2,1,ODI , West Indies,Mirpur,2018
Shakib Al Hasan,10,0,28,0,2.8,1,2,ODI , West Indies,Mirpur,2018
Shakib Al Hasan,9,0,40,2,4.44,3,1,ODI , West Indies,Sylhet,2018
Shakib Al Hasan,3.5,0,32,0,8.34,1,2,T20I , West Indies,Sylhet,2018
Shakib Al Hasan,4,0,20,5,5,4,2,T20I , West Indies,Mirpur,2018
Shakib Al Hasan,4,0,37,3,9.25,4,1,T20I , West Indies,Mirpur,2018
Shakib Al Hasan,10,0,33,1,3.3,4,1,ODI , West Indies,Dublin,2019
Shakib Al Hasan,10,1,27,1,2.7,5,1,ODI , West Indies,Dublin (Malahide),2019
Shakib Al Hasan,9,0,65,0,7.22,5,1,ODI , Ireland,Dublin,2019
Shakib Al Hasan,10,0,50,1,5,4,2,ODI , South Africa,The Oval,2019
Shakib Al Hasan,10,0,47,2,4.7,4,2,ODI , New Zealand,The Oval,2019
Shakib Al Hasan,10,0,71,0,7.1,1,1,ODI , England,Cardiff,2019
Shakib Al Hasan,8,0,54,2,6.75,6,1,ODI , West Indies,Taunton,2019
Shakib Al Hasan,6,0,50,0,8.33,3,1,ODI , Australia,Nottingham,2019
Shakib Al Hasan,10,1,29,5,2.9,4,2,ODI , Afghanistan,Southampton,2019
Shakib Al Hasan,10,0,41,1,4.1,4,1,ODI , India,Birmingham,2019
Shakib Al Hasan,10,0,57,0,5.7,5,1,ODI , Pakistan,Lord's,2019
Shakib Al Hasan,4,0,49,0,12.25,1,1,T20I , Zimbabwe,Mirpur,2019
Shakib Al Hasan,4,1,18,2,4.5,2,1,T20I , Afghanistan,Mirpur,2019
Shakib Al Hasan,4,0,28,1,7,2,2,T20I , Zimbabwe,Chattogram,2019
Shakib Al Hasan,4,0,24,1,6,3,1,T20I , Afghanistan,Chattogram,2019
Shakib Al Hasan,7.2,2,8,4,1.09,4,1,ODI , West Indies,Mirpur,2021
Shakib Al Hasan,10,0,30,2,3,5,1,ODI , West Indies,Mirpur,2021
Shakib Al Hasan,4.5,0,12,0,2.48,5,2,ODI , West Indies,Chattogram,2021
Shakib Al Hasan,10,0,44,1,4.4,5,2,ODI , Sri Lanka,Mirpur,2021
Shakib Al Hasan,9,0,38,2,4.22,5,2,ODI , Sri Lanka,Mirpur,2021
Shakib Al Hasan,10,0,48,0,4.8,6,1,ODI , Sri Lanka,Mirpur,2021
Shakib Al Hasan,9.5,3,30,5,3.05,3,2,ODI , Zimbabwe,Harare,2021
Shakib Al Hasan,10,0,42,2,4.2,5,1,ODI , Zimbabwe,Harare,2021
Shakib Al Hasan,10,0,46,1,4.6,5,1,ODI , Zimbabwe,Harare,2021
Shakib Al Hasan,4,0,28,1,7,3,1,T20I , Zimbabwe,Harare,2021
Shakib Al Hasan,4,0,32,1,8,5,1,T20I , Zimbabwe,Harare,2021
Shakib Al Hasan,4,0,24,1,6,4,1,T20I , Zimbabwe,Harare,2021
Shakib Al Hasan,4,0,24,1,6,3,2,T20I , Australia,Mirpur,2021
Shakib Al Hasan,4,0,22,1,5.5,3,1,T20I , Australia,Mirpur,2021
Shakib Al Hasan,4,0,22,1,5.5,3,2,T20I , Australia,Mirpur,2021
Shakib Al Hasan,4,0,50,0,12.5,2,2,T20I , Australia,Mirpur,2021
Shakib Al Hasan,3.4,1,9,4,2.45,5,2,T20I , Australia,Mirpur,2021
Shakib Al Hasan,4,0,10,2,2.5,3,1,T20I , New Zealand,Mirpur,2021
Shakib Al Hasan,4,0,29,2,7.25,3,2,T20I , New Zealand,Mirpur,2021
Shakib Al Hasan,4,0,24,0,6,4,1,T20I , New Zealand,Mirpur,2021
Shakib Al Hasan,4,0,25,0,6.25,2,1,T20I , New Zealand,Mirpur,2021
Shakib Al Hasan,4,0,17,2,4.25,4,1,T20I , Scotland,Al Amerat,2021
Shakib Al Hasan,4,0,28,3,7,4,2,T20I , Oman,Al Amerat,2021
Shakib Al Hasan,4,0,9,4,2.25,4,2,T20I , P.N.G.,Al Amerat,2021
Shakib Al Hasan,3,0,17,2,5.66,4,2,T20I , Sri Lanka,Sharjah,2021
Shakib Al Hasan,3,0,24,0,8,1,2,T20I , England,Abu Dhabi,2021
Shakib Al Hasan,4,0,28,0,7,5,1,T20I , West Indies,Sharjah,2021
Shakib Al Hasan,9,1,50,2,5.55,3,1,ODI , Afghanistan,Chattogram,2022
Shakib Al Hasan,10,0,38,2,3.8,4,2,ODI , Afghanistan,Chattogram,2022
Shakib Al Hasan,10,0,47,1,4.7,3,2,ODI , Afghanistan,Chattogram,2022
Shakib Al Hasan,4,0,18,2,4.5,5,2,T20I , Afghanistan,Mirpur,2022
Shakib Al Hasan,3,0,32,0,10.66,4,2,T20I , Afghanistan,Mirpur,2022
Shakib Al Hasan,10,0,54,0,5.4,1,2,ODI , South Africa,Centurion,2022
Shakib Al Hasan,10,2,33,1,3.3,5,2,ODI , South Africa,Johannesburg,2022
Shakib Al Hasan,9,0,24,2,2.66,5,1,ODI , South Africa,Centurion,2022
Shakib Al Hasan,4,0,38,1,9.5,4,1,T20I , West Indies,Roseau,2022
Shakib Al Hasan,2,0,10,1,5,3,2,T20I , West Indies,Providence,2022
Shakib Al Hasan,4,0,13,1,3.25,1,2,T20I , Afghanistan,Sharjah,2022
Shakib Al Hasan,4,0,31,0,7.75,3,2,T20I , Sri Lanka,Dubai (DSC),2022
Shakib Al Hasan,3,0,23,0,7.66,5,2,T20I , New Zealand,Christchurch,2022
Shakib Al Hasan,4,0,40,0,10,4,1,T20I , New Zealand,Christchurch,2022
Shakib Al Hasan,3,0,28,0,9.33,5,2,T20I , Pakistan,Christchurch,2022
Shakib Al Hasan,4,0,32,1,8,3,2,T20I , Netherlands,Hobart,2022
Shakib Al Hasan,3,0,33,2,11,6,1,T20I , South Africa,Sydney,2022
Shakib Al Hasan,4,0,34,0,8.5,5,2,T20I , Zimbabwe,Brisbane,2022
Shakib Al Hasan,4,0,33,2,8.25,5,1,T20I , India,Adelaide,2022
Shakib Al Hasan,4,0,35,1,8.75,3,2,T20I , Pakistan,Adelaide,2022
Shakib Al Hasan,10,2,36,5,3.6,4,1,ODI , India,Mirpur,2022
Shakib Al Hasan,10,1,39,2,3.9,5,2,ODI , India,Mirpur,2022
Shakib Al Hasan,10,0,68,2,6.8,5,1,ODI , India,Chattogram,2022
Shakib Al Hasan,10,0,45,1,4.5,1,2,ODI , England,Mirpur,2023
Shakib Al Hasan,10,0,64,1,6.4,1,1,ODI , England,Mirpur,2023
Shakib Al Hasan,10,0,35,4,3.5,4,2,ODI , England,Chattogram,2023
Shakib Al Hasan,4,0,26,1,6.5,4,1,T20I , England,Chattogram,2023
Shakib Al Hasan,3,0,13,1,4.33,4,1,T20I , England,Mirpur,2023
Shakib Al Hasan,4,0,30,1,7.5,3,2,T20I , England,Mirpur,2023
Shakib Al Hasan,4,0,23,1,5.75,4,2,ODI , Ireland,Sylhet,2023
Shakib Al Hasan,1,0,5,0,5,5,2,T20I , Ireland,Chattogram,2023
Shakib Al Hasan,4,0,22,5,5.5,2,2,T20I , Ireland,Chattogram,2023
Shakib Al Hasan,2,0,15,0,7.5,2,2,T20I , Ireland,Chattogram,2023
Morne Morkel,10,1,68,3,6.8,1,1,ODI , Asia XI,Bengaluru,2007
Morne Morkel,10,1,48,2,4.8,2,1,ODI , Asia XI,Chennai,2007
Morne Morkel,10,0,50,3,5,1,1,ODI , Asia XI,Chennai,2007
Morne Morkel,10,1,33,1,3.3,3,1,ODI , Zimbabwe,Bulawayo,2007
Morne Morkel,10,0,39,2,3.9,3,1,ODI , Zimbabwe,Harare,2007
Morne Morkel,10,1,44,1,4.4,3,2,ODI , Zimbabwe,Harare,2007
Morne Morkel,4,0,30,1,7.5,4,1,T20I , West Indies,Johannesburg,2007
Morne Morkel,4,0,21,2,5.25,3,1,T20I , Bangladesh,Cape Town,2007
Morne Morkel,4,0,20,1,5,3,2,T20I , England,Cape Town,2007
Morne Morkel,4,0,17,4,4.25,3,1,T20I , New Zealand,Durban,2007
Morne Morkel,4,0,32,1,8,4,1,T20I , India,Durban,2007
Morne Morkel,4,0,22,1,5.5,4,1,T20I , West Indies,Johannesburg,2008
Morne Morkel,8.2,0,36,4,4.32,4,2,ODI , West Indies,Cape Town,2008
Morne Morkel,9,0,49,1,5.44,4,1,ODI , West Indies,Gqeberha,2008
Morne Morkel,10,0,60,2,6,4,1,ODI , West Indies,Durban,2008
Morne Morkel,8,1,32,1,4,2,1,ODI , Bangladesh,Mirpur,2008
Morne Morkel,10,1,51,0,5.1,3,1,ODI , England,The Oval,2008
Morne Morkel,4,0,32,1,8,3,2,ODI , England,Lord's,2008
Morne Morkel,9,0,32,0,3.55,3,2,ODI , Kenya,Bloemfontein,2008
Morne Morkel,2,0,15,1,7.5,4,2,T20I , Bangladesh,Johannesburg,2008
Morne Morkel,10,0,44,2,4.4,4,2,ODI , Bangladesh,Potchefstroom,2008
Morne Morkel,10,0,61,1,6.1,3,2,ODI , Bangladesh,Benoni,2008
Morne Morkel,3.5,0,32,2,8.34,4,2,T20I , Australia,Brisbane,2009
Morne Morkel,10,0,68,2,6.8,4,1,ODI , Australia,Melbourne,2009
Morne Morkel,9,0,41,1,4.55,4,1,ODI , Australia,Adelaide,2009
Morne Morkel,10,0,45,2,4.5,1,2,ODI , Australia,Perth,2009
Morne Morkel,10,0,61,2,6.1,3,1,ODI , Australia,Durban,2009
Morne Morkel,8,1,41,0,5.12,3,1,ODI , Australia,Johannesburg,2009
Morne Morkel,4,0,23,0,5.75,3,2,T20I , India,Nottingham,2009
Morne Morkel,9,1,39,3,4.33,3,2,ODI , England,Cape Town,2009
Morne Morkel,6.2,1,19,0,3,3,2,ODI , England,Gqeberha,2009
Morne Morkel,7,0,48,0,6.85,3,2,ODI , India,Ahmedabad,2010
Morne Morkel,4,0,32,0,8,3,1,T20I , India,Gros Islet,2010
Morne Morkel,3,0,20,4,6.66,3,2,T20I , Afghanistan,Bridgetown,2010
Morne Morkel,4,0,27,2,6.75,3,2,T20I , New Zealand,Bridgetown,2010
Morne Morkel,4,0,40,2,10,3,1,T20I , England,Bridgetown,2010
Morne Morkel,4,0,15,2,3.75,3,2,T20I , West Indies,North Sound,2010
Morne Morkel,8,1,40,3,5,4,2,ODI , West Indies,North Sound,2010
Morne Morkel,9.1,2,58,3,6.32,3,2,ODI , West Indies,North Sound,2010
Morne Morkel,7,0,21,4,3,4,2,ODI , West Indies,Roseau,2010
Morne Morkel,8,0,56,1,7,3,1,ODI , West Indies,Roseau,2010
Morne Morkel,2,0,9,0,4.5,1,1,T20I , Zimbabwe,Bloemfontein,2010
Morne Morkel,4,1,18,1,4.5,3,1,T20I , Pakistan,Abu Dhabi,2010
Morne Morkel,4,1,22,1,5.5,3,1,T20I , Pakistan,Abu Dhabi,2010
Morne Morkel,8,0,32,1,4,3,1,ODI , Pakistan,Abu Dhabi,2010
Morne Morkel,10,0,39,0,3.9,3,2,ODI , Pakistan,Abu Dhabi,2010
Morne Morkel,10,1,47,4,4.7,1,2,ODI , Pakistan,Dubai (DSC),2010
Morne Morkel,10,0,48,3,4.8,1,2,ODI , Pakistan,Dubai (DSC),2010
Morne Morkel,7,0,45,0,6.42,3,2,ODI , Pakistan,Dubai (DSC),2010
Morne Morkel,5,0,12,2,2.4,3,2,ODI , India,Durban,2011
Morne Morkel,8,0,32,2,4,4,1,ODI , India,Johannesburg,2011
Morne Morkel,10,0,28,3,2.8,4,2,ODI , India,Cape Town,2011
Morne Morkel,6,1,13,1,2.16,3,2,ODI , India,Gqeberha,2011
Morne Morkel,8,0,52,4,6.5,3,2,ODI , India,Centurion,2011
Morne Morkel,8,0,35,0,4.37,3,1,ODI , West Indies,Delhi,2011
Morne Morkel,5,0,18,0,3.6,2,2,ODI , Netherlands,Mohali,2011
Morne Morkel,7,0,16,2,2.28,3,1,ODI , England,Chennai,2011
Morne Morkel,7,0,59,1,8.42,2,1,ODI , India,Nagpur,2011
Morne Morkel,5.2,0,33,3,6.18,2,2,ODI , Ireland,Eden Gardens,2011
Morne Morkel,8,0,46,3,5.75,4,1,ODI , New Zealand,Mirpur,2011
Morne Morkel,4,0,24,1,6,2,2,T20I , Australia,Cape Town,2011
Morne Morkel,4,0,37,2,9.25,2,1,T20I , Australia,Johannesburg,2011
Morne Morkel,6,0,32,0,5.33,4,1,ODI , Australia,Centurion,2011
Morne Morkel,10,2,22,4,2.2,3,2,ODI , Australia,Gqeberha,2011
Morne Morkel,9.3,1,61,1,6.42,3,2,ODI , Australia,Durban,2011
Morne Morkel,6,2,10,4,1.66,1,2,ODI , Sri Lanka,Paarl,2012
Morne Morkel,9,1,39,2,4.33,3,1,ODI , Sri Lanka,East London,2012
Morne Morkel,9,0,65,2,7.22,1,1,ODI , Sri Lanka,Bloemfontein,2012
Morne Morkel,8,0,43,0,5.37,1,2,ODI , Sri Lanka,Kimberley,2012
Morne Morkel,9.1,0,49,0,5.34,1,2,ODI , Sri Lanka,Johannesburg,2012
Morne Morkel,4,1,26,1,6.5,3,2,T20I , New Zealand,Wellington,2012
Morne Morkel,4,0,38,1,9.5,3,1,T20I , New Zealand,Hamilton,2012
Morne Morkel,4,0,31,2,7.75,4,2,T20I , New Zealand,Auckland,2012
Morne Morkel,9,0,49,2,5.44,2,1,ODI , New Zealand,Wellington,2012
Morne Morkel,9.3,1,38,5,4,3,1,ODI , New Zealand,Napier,2012
Morne Morkel,3,0,19,0,6.33,1,1,ODI , England,Cardiff,2012
Morne Morkel,5.4,0,29,2,5.11,3,2,ODI , England,Southampton,2012
Morne Morkel,10,1,41,1,4.1,3,2,ODI , England,The Oval,2012
Morne Morkel,8,0,41,2,5.12,3,1,ODI , England,Nottingham,2012
Morne Morkel,2,0,8,0,4,1,2,T20I , England,Manchester,2012
Morne Morkel,2,0,28,2,14,1,1,T20I , England,Birmingham,2012
Morne Morkel,4,0,16,2,4,2,1,T20I , Zimbabwe,Hambantota,2012
Morne Morkel,2,0,9,0,4.5,1,2,T20I , Sri Lanka,Hambantota,2012
Morne Morkel,3.4,0,33,0,9,2,2,T20I , Pakistan,Colombo (RPS),2012
Morne Morkel,3,0,23,1,7.66,2,2,T20I , Australia,Colombo (RPS),2012
Morne Morkel,4,0,28,2,7,2,1,T20I , India,Colombo (RPS),2012
Morne Morkel,4,0,29,0,7.25,2,2,T20I , New Zealand,East London,2012
Morne Morkel,4,0,37,0,9.25,3,2,T20I , New Zealand,Gqeberha,2012
Morne Morkel,10,1,71,3,7.1,3,1,ODI , New Zealand,Kimberley,2013
Morne Morkel,9.1,0,33,2,3.6,3,1,ODI , Pakistan,Benoni,2013
Morne Morkel,6.5,0,27,0,3.95,1,1,ODI , India,Cardiff,2013
Morne Morkel,10,2,34,2,3.4,1,1,ODI , Sri Lanka,Colombo (RPS),2013
Morne Morkel,10,0,34,3,3.4,2,1,ODI , Sri Lanka,Colombo (RPS),2013
Morne Morkel,8,1,29,0,3.62,1,2,ODI , Sri Lanka,Pallekele,2013
Morne Morkel,10,1,62,1,6.2,1,2,ODI , Sri Lanka,Pallekele,2013
Morne Morkel,10,0,78,1,7.8,1,1,ODI , Sri Lanka,Colombo (RPS),2013
Morne Morkel,4,0,28,2,7,2,2,T20I , Sri Lanka,Colombo (RPS),2013
Morne Morkel,4,0,34,2,8.5,2,2,T20I , Sri Lanka,Hambantota,2013
Morne Morkel,3.1,0,33,0,10.42,2,2,T20I , Sri Lanka,Hambantota,2013
Morne Morkel,9.3,3,23,2,2.42,1,2,ODI , Pakistan,Sharjah,2013
Morne Morkel,10,0,38,3,3.8,1,1,ODI , Pakistan,Dubai (DSC),2013
Morne Morkel,9,1,35,2,3.88,1,2,ODI , Pakistan,Abu Dhabi,2013
Morne Morkel,10,0,44,0,4.4,3,2,ODI , Pakistan,Abu Dhabi,2013
Morne Morkel,1,0,10,0,10,3,2,T20I , Pakistan,Johannesburg,2013
Morne Morkel,4,0,37,0,9.25,1,1,T20I , Pakistan,Cape Town,2013
Morne Morkel,10,0,39,3,3.9,3,1,ODI , Pakistan,Cape Town,2013
Morne Morkel,8,1,29,1,3.62,3,2,ODI , India,Johannesburg,2013
Morne Morkel,6,0,34,2,5.66,3,2,ODI , India,Durban,2013
Morne Morkel,4,0,31,2,7.75,3,1,T20I , Sri Lanka,Chattogram,2014
Morne Morkel,3,0,50,0,16.66,4,2,T20I , New Zealand,Chattogram,2014
Morne Morkel,7,0,39,2,5.57,3,2,ODI , Sri Lanka,Colombo (RPS),2014
Morne Morkel,10,0,58,1,5.8,4,1,ODI , Sri Lanka,Pallekele,2014
Morne Morkel,7,0,49,2,7,2,2,ODI , Sri Lanka,Hambantota,2014
Morne Morkel,10,1,63,2,6.3,3,1,ODI , Australia,Harare,2014
Morne Morkel,9,1,51,1,5.66,3,1,ODI , Australia,Harare,2014
Morne Morkel,8,0,41,1,5.12,3,2,ODI , Zimbabwe,Harare,2014
Morne Morkel,10,0,58,2,5.8,2,1,ODI , Australia,Harare,2014
Morne Morkel,8,1,39,2,4.87,3,1,ODI , New Zealand,Mount Maunganui,2014
Morne Morkel,9,1,44,1,4.88,3,2,ODI , New Zealand,Mount Maunganui,2014
Morne Morkel,10,1,56,1,5.6,3,1,ODI , Australia,Perth,2014
Morne Morkel,8,0,21,5,2.62,1,1,ODI , Australia,Perth,2014
Morne Morkel,10,0,84,2,8.4,1,1,ODI , Australia,Canberra,2014
Morne Morkel,10,0,69,2,6.9,1,2,ODI , Australia,Sydney,2014
Morne Morkel,5,0,36,0,7.2,2,2,ODI , West Indies,Durban,2015
Morne Morkel,10,0,43,2,4.3,1,2,ODI , West Indies,Johannesburg,2015
Morne Morkel,7,0,26,1,3.71,1,1,ODI , West Indies,East London,2015
Morne Morkel,9,1,58,1,6.44,1,2,ODI , West Indies,Gqeberha,2015
Morne Morkel,8.2,1,49,2,5.88,2,2,ODI , Zimbabwe,Hamilton,2015
Morne Morkel,10,0,59,2,5.9,4,1,ODI , India,Melbourne,2015
Morne Morkel,5.1,0,23,2,4.45,3,2,ODI , West Indies,Sydney,2015
Morne Morkel,9,0,34,3,3.77,3,2,ODI , Ireland,Canberra,2015
Morne Morkel,9.4,0,25,2,2.58,3,1,ODI , Pakistan,Auckland,2015
Morne Morkel,10,2,23,2,2.3,3,2,ODI , U.A.E.,Wellington,2015
Morne Morkel,7,1,27,1,3.85,3,1,ODI , Sri Lanka,Sydney,2015
Morne Morkel,9,0,59,3,6.55,3,2,ODI , New Zealand,Auckland,2015
Morne Morkel,5,0,36,0,7.2,3,2,ODI , Bangladesh,Chattogram,2015
Morne Morkel,4,0,37,0,9.25,3,1,T20I , New Zealand,Durban,2015
Morne Morkel,10,0,51,1,5.1,4,2,ODI , India,Kanpur,2015
Morne Morkel,10,0,42,2,4.2,3,1,ODI , India,Indore,2015
Morne Morkel,10,1,39,4,3.9,3,2,ODI , India,Rajkot,2015
Morne Morkel,10,0,70,1,7,3,1,ODI , England,Bloemfontein,2016
Morne Morkel,8.2,0,31,2,3.72,3,2,ODI , England,Gqeberha,2016
Morne Morkel,10,0,63,1,6.3,3,1,ODI , England,Centurion,2016
Morne Morkel,9,0,68,1,7.55,3,1,ODI , West Indies,Bridgetown,2016
Morne Morkel,4,0,15,0,3.75,3,1,ODI , England,Lord's,2017
Morne Morkel,6,0,31,1,5.16,3,2,ODI , Sri Lanka,The Oval,2017
Morne Morkel,7,1,18,3,2.57,3,2,ODI , Pakistan,Birmingham,2017
Morne Morkel,7,1,38,1,5.42,2,2,ODI , India,The Oval,2017
Morne Morkel,4,0,43,0,10.75,1,2,T20I , England,Taunton,2017
Morne Morkel,4,0,32,1,8,2,1,T20I , England,Cardiff,2017
Morne Morkel,4,0,32,1,8,1,1,T20I , Pakistan,Lahore,2017
Morne Morkel,4,0,20,0,5,1,1,T20I , Pakistan,Lahore,2017
Morne Morkel,4,0,42,0,10.5,2,1,T20I , Pakistan,Lahore,2017
Morne Morkel,7,0,35,1,5,1,2,ODI , India,Durban,2018
Morne Morkel,4,0,30,0,7.5,1,2,ODI , India,Centurion,2018
Morne Morkel,10,0,55,1,5.5,1,1,ODI , India,Johannesburg,2018
Morne Morkel,10,2,44,0,4.4,1,1,ODI , India,Gqeberha,2018
Morne Morkel,7,0,42,0,6,1,2,ODI , India,Centurion,2018
Umesh Yadav,8,0,48,0,6,3,2,ODI , Zimbabwe,Bulawayo,2010
Umesh Yadav,10,1,61,1,6.1,1,1,ODI , Sri Lanka,Bulawayo,2010
Umesh Yadav,4,0,20,0,5,3,2,ODI , Zimbabwe,Harare,2010
Umesh Yadav,5,0,32,2,6.4,4,2,ODI , England,Hyderabad,2011
Umesh Yadav,8.2,0,50,2,6,4,1,ODI , England,Delhi,2011
Umesh Yadav,10,0,71,0,7.1,4,1,ODI , England,Mohali,2011
Umesh Yadav,8,1,33,2,4.12,2,1,ODI , West Indies,Cuttack,2011
Umesh Yadav,10,0,38,3,3.8,2,1,ODI , West Indies,Visakhapatnam,2011
Umesh Yadav,9,1,75,1,8.33,2,1,ODI , West Indies,Ahmedabad,2011
Umesh Yadav,10,1,49,2,4.9,4,1,ODI , Australia,Adelaide,2012
Umesh Yadav,9,0,51,0,5.66,3,1,ODI , Sri Lanka,Adelaide,2012
Umesh Yadav,7,0,46,0,6.57,5,1,ODI , Australia,Brisbane,2012
Umesh Yadav,8,0,58,1,7.25,3,1,ODI , Sri Lanka,Brisbane,2012
Umesh Yadav,6,0,39,2,6.5,4,1,ODI , Australia,Sydney,2012
Umesh Yadav,8,0,56,0,7,3,1,ODI , Sri Lanka,Hobart,2012
Umesh Yadav,10,0,76,2,7.6,3,2,ODI , Sri Lanka,Hambantota,2012
Umesh Yadav,4,0,38,0,9.5,3,2,ODI , Sri Lanka,Hambantota,2012
Umesh Yadav,3,0,24,1,8,2,2,T20I , Sri Lanka,Pallekele,2012
Umesh Yadav,10,0,75,2,7.5,2,2,ODI , South Africa,Cardiff,2013
Umesh Yadav,9,0,54,1,6,2,1,ODI , West Indies,The Oval,2013
Umesh Yadav,6.4,0,29,0,4.35,2,1,ODI , Pakistan,Birmingham,2013
Umesh Yadav,8,2,30,0,3.75,2,1,ODI , Sri Lanka,Cardiff,2013
Umesh Yadav,2,0,10,1,5,2,2,ODI , England,Birmingham,2013
Umesh Yadav,9.4,2,43,3,4.44,2,2,ODI , West Indies,Kingston,2013
Umesh Yadav,8,0,64,0,8,2,1,ODI , Sri Lanka,Kingston,2013
Umesh Yadav,8,1,32,3,4,2,2,ODI , West Indies,Port of Spain,2013
Umesh Yadav,4.4,0,28,1,6,2,2,ODI , Sri Lanka,Port of Spain,2013
Umesh Yadav,6,0,45,0,7.5,1,1,ODI , South Africa,Durban,2013
Umesh Yadav,9,0,57,1,6.33,2,1,ODI , South Africa,Centurion,2013
Umesh Yadav,9,0,48,3,5.33,2,1,ODI , Bangladesh,Mirpur,2014
Umesh Yadav,5,0,32,0,6.4,2,2,ODI , Bangladesh,Mirpur,2014
Umesh Yadav,6,0,46,1,7.66,2,1,ODI , England,Leeds,2014
Umesh Yadav,9,0,42,1,4.66,2,2,ODI , West Indies,Delhi,2014
Umesh Yadav,9,0,44,2,4.88,2,2,ODI , West Indies,Dharamsala,2014
