Name,Runs,4s,6s,SR,Pos,Dismissal,Inns,Format,Opposition,Ground,Year
Aaron Finch,0,0,0,0,2,caught,2,T20I , Sri Lanka,Brisbane,2019
Aaron Finch,37,1,3,148,1,caught,2,T20I , Sri Lanka,Melbourne,2019
Aaron Finch,37,5,2,231.25,2,not out,2,T20I , Pakistan,Sydney,2019
Aaron Finch,17,3,0,121.42,2,caught,2,T20I , Pakistan,Canberra,2019
Aaron Finch,52,4,3,144.44,2,not out,2,T20I , Pakistan,Perth,2019
Aaron Finch,110,13,2,96.49,2,not out,2,ODI , India,Wankhede,2020
Aaron Finch,33,3,0,68.75,2,stumped,2,ODI , India,Rajkot,2020
Aaron Finch,19,1,1,73.07,2,run out,1,ODI , India,Bengaluru,2020
Aaron Finch,42,6,1,155.55,2,caught,1,T20I , South Africa,Johannesburg,2020
Aaron Finch,14,2,0,116.66,2,bowled,2,T20I , South Africa,Gqeberha,2020
Aaron Finch,55,6,1,148.64,2,lbw,1,T20I , South Africa,Cape Town,2020
Aaron Finch,10,1,0,83.33,2,caught,2,ODI , South Africa,Paarl,2020
Aaron Finch,69,6,2,79.31,2,caught,1,ODI , South Africa,Bloemfontein,2020
Aaron Finch,22,3,0,45.83,2,caught,1,ODI , South Africa,Potchefstroom,2020
Aaron Finch,60,3,2,80,2,caught,1,ODI , New Zealand,Sydney,2020
Aaron Finch,46,7,1,143.75,2,caught,2,T20I , England,Southampton,2020
Aaron Finch,40,4,2,121.21,2,bowled,1,T20I , England,Southampton,2020
Aaron Finch,39,4,1,150,2,bowled,2,T20I , England,Southampton,2020
Aaron Finch,16,3,0,64,2,caught,1,ODI , England,Manchester,2020
Aaron Finch,73,8,1,69.52,2,bowled,2,ODI , England,Manchester,2020
Aaron Finch,12,2,0,133.33,2,lbw,2,ODI , England,Manchester,2020
Aaron Finch,114,9,2,91.93,2,caught,1,ODI , India,Sydney,2020
Aaron Finch,60,6,1,86.95,2,caught,1,ODI , India,Sydney,2020
Aaron Finch,75,7,3,91.46,2,caught,2,ODI , India,Canberra,2020
Aaron Finch,35,5,1,134.61,2,caught,2,T20I , India,Canberra,2020
Aaron Finch,0,0,0,0,2,caught,1,T20I , India,Sydney,2020
Aaron Finch,1,0,0,50,2,caught,2,T20I , New Zealand,Christchurch,2021
Aaron Finch,12,1,0,85.71,2,caught,2,T20I , New Zealand,Dunedin,2021
Aaron Finch,69,8,2,156.81,2,caught,1,T20I , New Zealand,Wellington,2021
Aaron Finch,79,5,4,143.63,2,not out,1,T20I , New Zealand,Wellington,2021
Aaron Finch,36,5,1,112.5,2,caught,1,T20I , New Zealand,Wellington,2021
Aaron Finch,4,0,0,80,2,caught,2,T20I , West Indies,Gros Islet,2021
Aaron Finch,6,0,0,75,2,bowled,2,T20I , West Indies,Gros Islet,2021
Aaron Finch,30,2,0,96.77,2,caught,1,T20I , West Indies,Gros Islet,2021
Aaron Finch,53,5,3,143.24,2,bowled,1,T20I , West Indies,Gros Islet,2021
Aaron Finch,34,6,0,147.82,2,caught,2,T20I , West Indies,Gros Islet,2021
Aaron Finch,0,0,0,0,2,caught,2,T20I , South Africa,Abu Dhabi,2021
Aaron Finch,37,5,2,160.86,2,bowled,2,T20I , Sri Lanka,Dubai (DSC),2021
Aaron Finch,44,4,0,89.79,2,caught,1,T20I , England,Dubai (DSC),2021
Aaron Finch,40,2,4,200,2,bowled,2,T20I , Bangladesh,Dubai (DSC),2021
Aaron Finch,9,1,0,81.81,2,bowled,2,T20I , West Indies,Abu Dhabi,2021
Aaron Finch,0,0,0,0,2,lbw,2,T20I , Pakistan,Dubai (DSC),2021
Aaron Finch,5,1,0,71.42,2,caught,2,T20I , New Zealand,Dubai (DSC),2021
Aaron Finch,8,0,0,66.66,1,bowled,1,T20I , Sri Lanka,Sydney,2022
Aaron Finch,25,3,0,125,2,stumped,1,T20I , Sri Lanka,Sydney,2022
Aaron Finch,35,3,0,97.22,3,caught,2,T20I , Sri Lanka,Canberra,2022
Aaron Finch,2,0,0,40,3,caught,2,T20I , Sri Lanka,Melbourne,2022
Aaron Finch,8,0,0,66.66,1,caught,1,T20I , Sri Lanka,Melbourne,2022
Aaron Finch,23,0,1,63.88,2,caught,1,ODI , Pakistan,Lahore,2022
Aaron Finch,0,0,0,0,2,lbw,1,ODI , Pakistan,Lahore,2022
Aaron Finch,0,0,0,0,2,lbw,1,ODI , Pakistan,Lahore,2022
Aaron Finch,55,6,0,122.22,2,caught,2,T20I , Pakistan,Lahore,2022
Aaron Finch,61,4,4,152.5,1,not out,2,T20I , Sri Lanka,Colombo (RPS),2022
Aaron Finch,24,4,0,184.61,1,caught,2,T20I , Sri Lanka,Colombo (RPS),2022
Aaron Finch,29,5,0,145,2,bowled,1,T20I , Sri Lanka,Pallekele,2022
Aaron Finch,44,5,1,107.31,2,caught,2,ODI , Sri Lanka,Pallekele,2022
Aaron Finch,14,2,0,93.33,2,lbw,2,ODI , Sri Lanka,Pallekele,2022
Aaron Finch,62,4,1,72.94,2,caught,1,ODI , Sri Lanka,Colombo (RPS),2022
Aaron Finch,0,0,0,0,2,lbw,2,ODI , Sri Lanka,Colombo (RPS),2022
Aaron Finch,0,0,0,0,2,caught,2,ODI , Sri Lanka,Colombo (RPS),2022
Aaron Finch,15,2,0,71.42,1,bowled,2,ODI , Zimbabwe,Townsville,2022
Aaron Finch,1,0,0,16.66,2,caught,2,ODI , Zimbabwe,Townsville,2022
Aaron Finch,5,1,0,45.45,2,caught,1,ODI , Zimbabwe,Townsville,2022
Aaron Finch,5,0,0,125,2,lbw,2,ODI , New Zealand,Cairns,2022
Aaron Finch,0,0,0,0,2,caught,1,ODI , New Zealand,Cairns,2022
Aaron Finch,5,0,0,38.46,2,bowled,1,ODI , New Zealand,Cairns,2022
Aaron Finch,22,3,1,169.23,1,bowled,2,T20I , India,Mohali,2022
Aaron Finch,31,4,1,206.66,1,bowled,1,T20I , India,Nagpur,2022
Aaron Finch,7,1,0,116.66,2,caught,1,T20I , India,Hyderabad,2022
Aaron Finch,58,6,0,109.43,4,caught,2,T20I , West Indies,Carrara,2022
Aaron Finch,15,1,0,78.94,3,caught,1,T20I , West Indies,Brisbane,2022
Aaron Finch,12,0,1,171.42,4,run out,2,T20I , England,Perth,2022
Aaron Finch,13,2,0,100,2,caught,2,T20I , England,Canberra,2022
Aaron Finch,0,0,0,0,1,caught,2,T20I , England,Canberra,2022
Aaron Finch,13,1,1,118.18,2,caught,2,T20I , New Zealand,Sydney,2022
Aaron Finch,31,0,1,73.8,2,not out,2,T20I , Sri Lanka,Perth,2022
Aaron Finch,63,5,3,143.18,2,caught,1,T20I , Ireland,Brisbane,2022
Quinton De Kock,28,5,0,121.73,4,not out,2,T20I , New Zealand,Durban,2012
Quinton De Kock,0,0,0,-,7,not out,1,T20I , New Zealand,East London,2012
Quinton De Kock,2,0,0,50,3,caught,1,T20I , New Zealand,Gqeberha,2012
Quinton De Kock,18,1,0,52.94,6,caught,1,ODI , New Zealand,Paarl,2013
Quinton De Kock,25,1,2,89.28,1,bowled,2,ODI , New Zealand,Kimberley,2013
Quinton De Kock,31,4,0,81.57,1,bowled,2,ODI , New Zealand,Potchefstroom,2013
Quinton De Kock,3,0,0,25,2,bowled,2,ODI , Pakistan,Benoni,2013
Quinton De Kock,20,3,0,71.42,2,caught,1,ODI , Sri Lanka,Pallekele,2013
Quinton De Kock,8,2,0,88.88,2,bowled,1,ODI , Sri Lanka,Pallekele,2013
Quinton De Kock,27,5,0,128.57,1,bowled,2,ODI , Sri Lanka,Colombo (RPS),2013
Quinton De Kock,5,1,0,71.42,2,lbw,1,T20I , Sri Lanka,Colombo (RPS),2013
Quinton De Kock,19,3,0,82.6,2,stumped,1,T20I , Sri Lanka,Hambantota,2013
Quinton De Kock,16,3,0,84.21,2,lbw,1,T20I , Sri Lanka,Hambantota,2013
Quinton De Kock,40,5,0,70.17,2,stumped,1,ODI , Pakistan,Abu Dhabi,2013
Quinton De Kock,112,9,1,82.96,1,caught,1,ODI , Pakistan,Abu Dhabi,2013
Quinton De Kock,34,5,0,82.92,2,lbw,1,ODI , Pakistan,Sharjah,2013
Quinton De Kock,48,3,2,126.31,2,not out,2,T20I , Pakistan,Dubai (DSC),2013
Quinton De Kock,30,6,0,157.89,1,caught,1,T20I , Pakistan,Dubai (DSC),2013
Quinton De Kock,43,8,0,130.3,1,caught,1,T20I , Pakistan,Johannesburg,2013
Quinton De Kock,26,4,0,108.33,2,caught,2,T20I , Pakistan,Cape Town,2013
Quinton De Kock,19,3,0,79.16,3,bowled,2,ODI , Pakistan,Cape Town,2013
Quinton De Kock,47,3,1,90.38,3,caught,2,ODI , Pakistan,Gqeberha,2013
Quinton De Kock,15,3,0,83.33,1,caught,2,ODI , Pakistan,Centurion,2013
Quinton De Kock,135,18,3,111.57,2,caught,1,ODI , India,Johannesburg,2013
Quinton De Kock,106,9,0,89.83,1,caught,1,ODI , India,Durban,2013
Quinton De Kock,101,9,2,84.16,2,bowled,1,ODI , India,Centurion,2013
Quinton De Kock,41,2,4,205,2,not out,1,T20I , Australia,Durban,2014
Quinton De Kock,41,2,2,102.5,1,caught,1,T20I , Australia,Centurion,2014
Quinton De Kock,25,4,1,138.88,1,bowled,2,T20I , Sri Lanka,Chattogram,2014
Quinton De Kock,4,0,0,50,1,caught,1,T20I , New Zealand,Chattogram,2014
Quinton De Kock,0,0,0,0,2,caught,1,T20I , Netherlands,Chattogram,2014
Quinton De Kock,29,2,0,87.87,2,stumped,1,T20I , England,Chattogram,2014
Quinton De Kock,6,1,0,150,1,caught,1,T20I , India,Mirpur,2014
Quinton De Kock,27,3,1,77.14,2,bowled,1,ODI , Sri Lanka,Colombo (RPS),2014
Quinton De Kock,4,1,0,66.66,2,bowled,2,ODI , Sri Lanka,Pallekele,2014
Quinton De Kock,128,12,3,100.78,2,caught,1,ODI , Sri Lanka,Hambantota,2014
Quinton De Kock,63,8,1,92.64,1,caught,1,ODI , Zimbabwe,Bulawayo,2014
Quinton De Kock,38,5,0,100,1,caught,1,ODI , Zimbabwe,Bulawayo,2014
Quinton De Kock,84,7,2,112,1,caught,2,ODI , Zimbabwe,Bulawayo,2014
Quinton De Kock,19,2,0,105.55,1,caught,2,ODI , Australia,Harare,2014
Quinton De Kock,76,7,1,100,2,caught,1,ODI , Zimbabwe,Harare,2014
Quinton De Kock,1,0,0,20,2,caught,2,ODI , Australia,Harare,2014
Quinton De Kock,2,0,0,50,1,caught,1,ODI , Zimbabwe,Harare,2014
Quinton De Kock,7,1,0,100,2,caught,2,ODI , Australia,Harare,2014
Quinton De Kock,9,2,0,180,1,caught,2,ODI , New Zealand,Mount Maunganui,2014
Quinton De Kock,26,3,0,78.78,2,bowled,1,ODI , New Zealand,Mount Maunganui,2014
Quinton De Kock,80,11,0,85.1,1,not out,1,ODI , New Zealand,Hamilton,2014
Quinton De Kock,46,4,1,117.94,2,caught,2,T20I , Australia,Adelaide,2014
Quinton De Kock,0,0,0,0,1,caught,1,T20I , Australia,Melbourne,2014
Quinton De Kock,48,5,2,177.77,1,caught,1,T20I , Australia,Sydney,2014
Quinton De Kock,2,0,0,28.57,2,caught,2,ODI , Australia,Perth,2014
Quinton De Kock,4,1,0,50,1,caught,2,ODI , Australia,Perth,2014
Quinton De Kock,47,4,1,88.67,2,caught,2,ODI , Australia,Canberra,2014
Quinton De Kock,17,0,0,44.73,1,caught,1,ODI , Australia,Melbourne,2014
Quinton De Kock,107,14,0,86.99,2,caught,1,ODI , Australia,Sydney,2014
Quinton De Kock,4,1,0,57.14,1,caught,1,ODI , West Indies,Centurion,2015
Quinton De Kock,7,1,0,43.75,1,caught,1,ODI , Zimbabwe,Hamilton,2015
Quinton De Kock,7,1,0,46.66,2,caught,2,ODI , India,Melbourne,2015
Quinton De Kock,12,3,0,63.15,1,caught,1,ODI , West Indies,Sydney,2015
Quinton De Kock,1,0,0,25,2,caught,1,ODI , Ireland,Canberra,2015
Quinton De Kock,0,0,0,0,1,caught,2,ODI , Pakistan,Auckland,2015
Quinton De Kock,26,2,0,57.77,2,caught,1,ODI , U.A.E.,Wellington,2015
Quinton De Kock,78,12,0,136.84,2,not out,2,ODI , Sri Lanka,Sydney,2015
Quinton De Kock,14,2,0,82.35,2,caught,1,ODI , New Zealand,Auckland,2015
Quinton De Kock,12,0,1,150,2,caught,1,T20I , Bangladesh,Mirpur,2015
Quinton De Kock,44,4,2,141.93,1,caught,1,T20I , Bangladesh,Mirpur,2015
Quinton De Kock,35,5,0,85.36,1,caught,2,ODI , Bangladesh,Mirpur,2015
Quinton De Kock,2,0,0,22.22,2,caught,1,ODI , Bangladesh,Mirpur,2015
Quinton De Kock,7,1,0,87.5,1,bowled,1,ODI , Bangladesh,Chattogram,2015
Quinton De Kock,29,5,0,87.87,1,caught,1,ODI , India,Kanpur,2015
Quinton De Kock,34,5,0,94.44,2,caught,2,ODI , India,Indore,2015
Quinton De Kock,103,11,1,87.28,1,run out,1,ODI , India,Rajkot,2015
Quinton De Kock,43,6,1,122.85,1,caught,2,ODI , India,Chennai,2015
Quinton De Kock,109,17,1,125.28,1,caught,1,ODI , India,Wankhede,2015
Quinton De Kock,138,12,6,143.75,1,not out,2,ODI , England,Bloemfontein,2016
Quinton De Kock,22,4,0,66.66,2,lbw,1,ODI , England,Gqeberha,2016
Quinton De Kock,135,16,4,115.38,1,caught,2,ODI , England,Centurion,2016
Quinton De Kock,27,4,0,64.28,2,bowled,2,ODI , England,Johannesburg,2016
Quinton De Kock,4,1,0,23.52,1,caught,2,ODI , England,Cape Town,2016
Quinton De Kock,7,1,0,87.5,2,caught,2,T20I , Australia,Durban,2016
Quinton De Kock,44,8,1,157.14,2,bowled,1,T20I , Australia,Johannesburg,2016
Quinton De Kock,25,4,1,192.3,1,caught,1,T20I , Australia,Cape Town,2016
Quinton De Kock,52,7,3,216.66,2,caught,1,T20I , England,Wankhede,2016
Quinton De Kock,45,6,2,145.16,1,caught,1,T20I , Afghanistan,Wankhede,2016
Quinton De Kock,47,3,1,102.17,2,bowled,1,T20I , West Indies,Nagpur,2016
Quinton De Kock,9,2,0,150,2,run out,2,T20I , Sri Lanka,Delhi,2016
Quinton De Kock,30,6,0,88.23,1,bowled,1,ODI , West Indies,Providence,2016
Quinton De Kock,18,2,1,78.26,2,lbw,1,ODI , Australia,Providence,2016
Quinton De Kock,19,3,0,65.51,1,caught,2,ODI , Australia,Basseterre,2016
Quinton De Kock,71,6,0,68.93,2,bowled,1,ODI , West Indies,Basseterre,2016
Quinton De Kock,5,1,0,100,1,not out,1,ODI , Australia,Bridgetown,2016
Quinton De Kock,6,1,0,100,2,caught,2,ODI , West Indies,Bridgetown,2016
Quinton De Kock,82,8,2,124.24,1,bowled,1,ODI , Ireland,Benoni,2016
Quinton De Kock,178,16,11,157.52,1,caught,2,ODI , Australia,Centurion,2016
Quinton De Kock,22,2,0,91.66,1,caught,1,ODI , Australia,Johannesburg,2016
Quinton De Kock,70,6,2,142.85,1,caught,2,ODI , Australia,Durban,2016
Quinton De Kock,18,3,0,128.57,2,caught,2,ODI , Australia,Gqeberha,2016
Quinton De Kock,12,0,0,66.66,1,caught,1,ODI , Australia,Cape Town,2016
Quinton De Kock,34,4,0,85,1,caught,2,ODI , Sri Lanka,Gqeberha,2017
Quinton De Kock,17,2,0,77.27,2,caught,1,ODI , Sri Lanka,Durban,2017
Quinton De Kock,8,1,0,72.72,1,bowled,2,ODI , Sri Lanka,Johannesburg,2017
Quinton De Kock,55,7,2,119.56,2,caught,1,ODI , Sri Lanka,Cape Town,2017
Quinton De Kock,109,16,0,125.28,1,caught,1,ODI , Sri Lanka,Centurion,2017
Quinton De Kock,0,0,0,0,2,caught,1,T20I , New Zealand,Auckland,2017
Quinton De Kock,69,9,1,107.81,1,caught,2,ODI , New Zealand,Hamilton,2017
Quinton De Kock,57,6,0,87.69,2,caught,2,ODI , New Zealand,Christchurch,2017
Quinton De Kock,68,6,2,97.14,1,caught,1,ODI , New Zealand,Wellington,2017
Quinton De Kock,0,0,0,0,2,caught,1,ODI , New Zealand,Hamilton,2017
Quinton De Kock,6,1,0,60,1,caught,2,ODI , New Zealand,Auckland,2017
Quinton De Kock,5,0,0,38.46,2,caught,2,ODI , England,Leeds,2017
Quinton De Kock,98,11,0,95.14,1,caught,2,ODI , England,Southampton,2017
Quinton De Kock,34,4,0,87.17,2,bowled,2,ODI , England,Lord's,2017
Quinton De Kock,23,2,0,54.76,2,caught,1,ODI , Sri Lanka,The Oval,2017
Quinton De Kock,33,2,0,67.34,1,lbw,1,ODI , Pakistan,Birmingham,2017
Quinton De Kock,53,4,0,73.61,1,bowled,1,ODI , India,The Oval,2017
Quinton De Kock,168,21,2,115.86,1,not out,2,ODI , Bangladesh,Kimberley,2017
Quinton De Kock,46,1,0,75.4,2,lbw,1,ODI , Bangladesh,Paarl,2017
Quinton De Kock,73,9,1,107.35,2,caught,1,ODI , Bangladesh,East London,2017
Quinton De Kock,59,5,1,134.09,1,lbw,1,T20I , Bangladesh,Bloemfontein,2017
Quinton De Kock,34,4,0,69.38,1,lbw,1,ODI , India,Durban,2018
Quinton De Kock,20,2,0,55.55,2,caught,1,ODI , India,Centurion,2018
Quinton De Kock,47,4,1,79.66,2,caught,2,ODI , Sri Lanka,Dambulla,2018
Quinton De Kock,87,13,1,111.53,1,caught,2,ODI , Sri Lanka,Dambulla,2018
Quinton De Kock,2,0,0,25,2,caught,1,ODI , Sri Lanka,Pallekele,2018
Quinton De Kock,23,3,1,176.92,1,bowled,2,ODI , Sri Lanka,Pallekele,2018
Quinton De Kock,54,7,1,94.73,2,bowled,2,ODI , Sri Lanka,Colombo (RPS),2018
Quinton De Kock,20,4,0,181.81,1,run out,1,T20I , Sri Lanka,Colombo (RPS),2018
Quinton De Kock,5,1,0,100,1,caught,1,T20I , Zimbabwe,East London,2018
Quinton De Kock,26,3,1,113.04,2,bowled,2,T20I , Zimbabwe,Potchefstroom,2018
Quinton De Kock,47,7,0,117.5,1,caught,2,ODI , Australia,Perth,2018
Quinton De Kock,9,1,0,75,1,caught,2,ODI , Australia,Adelaide,2018
Quinton De Kock,4,0,0,57.14,1,caught,1,ODI , Australia,Hobart,2018
Quinton De Kock,22,0,2,137.5,1,stumped,1,T20I , Australia,Carrara,2018
Quinton De Kock,33,4,0,91.66,1,run out,2,ODI , Pakistan,Centurion,2019
Quinton De Kock,0,0,0,0,2,lbw,1,ODI , Pakistan,Johannesburg,2019
Quinton De Kock,83,11,3,143.1,1,caught,2,ODI , Pakistan,Cape Town,2019
Quinton De Kock,81,11,0,112.5,1,lbw,2,ODI , Sri Lanka,Johannesburg,2019
Quinton De Kock,94,17,1,134.28,1,caught,1,ODI , Sri Lanka,Centurion,2019
Quinton De Kock,121,16,2,112.03,1,caught,1,ODI , Sri Lanka,Durban,2019
Quinton De Kock,51,6,0,89.47,1,caught,2,ODI , Sri Lanka,Gqeberha,2019
Quinton De Kock,6,1,0,42.85,1,caught,2,ODI , Sri Lanka,Cape Town,2019
Quinton De Kock,13,2,0,76.47,1,caught,2,T20I , Sri Lanka,Cape Town,2019
Quinton De Kock,68,6,2,91.89,1,caught,2,ODI , England,The Oval,2019
Quinton De Kock,23,4,0,71.87,1,run out,2,ODI , Bangladesh,The Oval,2019
Quinton De Kock,10,1,0,58.82,2,caught,1,ODI , India,Southampton,2019
Quinton De Kock,17,1,0,80.95,1,not out,1,ODI , West Indies,Southampton,2019
Quinton De Kock,68,8,0,94.44,2,caught,2,ODI , Afghanistan,Cardiff,2019
Quinton De Kock,5,1,0,62.5,1,bowled,1,ODI , New Zealand,Birmingham,2019
Quinton De Kock,47,3,2,78.33,2,caught,2,ODI , Pakistan,Lord's,2019
Quinton De Kock,15,3,0,93.75,1,bowled,2,ODI , Sri Lanka,Chester-le-Street,2019
Quinton De Kock,52,7,0,101.96,2,caught,1,ODI , Australia,Manchester,2019
Quinton De Kock,52,8,0,140.54,2,caught,1,T20I , India,Mohali,2019
Quinton De Kock,79,6,5,151.92,2,not out,2,T20I , India,Bengaluru,2019
Quinton De Kock,107,11,1,94.69,1,bowled,2,ODI , England,Cape Town,2020
Quinton De Kock,11,0,0,64.7,1,bowled,1,ODI , England,Durban,2020
Quinton De Kock,69,5,2,85.18,1,bowled,1,ODI , England,Johannesburg,2020
Quinton De Kock,31,3,2,206.66,2,caught,1,T20I , England,East London,2020
Quinton De Kock,65,2,8,295.45,2,caught,2,T20I , England,Durban,2020
Quinton De Kock,35,1,4,145.83,2,caught,1,T20I , England,Centurion,2020
Quinton De Kock,2,0,0,66.66,1,bowled,2,T20I , Australia,Johannesburg,2020
Quinton De Kock,70,5,4,148.93,1,caught,1,T20I , Australia,Gqeberha,2020
Quinton De Kock,5,1,0,166.66,1,bowled,2,T20I , Australia,Cape Town,2020
Quinton De Kock,15,1,0,93.75,2,caught,1,ODI , Australia,Paarl,2020
Quinton De Kock,0,0,0,0,2,bowled,2,ODI , Australia,Bloemfontein,2020
Quinton De Kock,26,2,2,83.87,2,bowled,2,ODI , Australia,Potchefstroom,2020
Quinton De Kock,30,2,1,130.43,2,caught,1,T20I , England,Cape Town,2020
Quinton De Kock,30,3,1,166.66,2,caught,1,T20I , England,Paarl,2020
Quinton De Kock,17,1,1,141.66,1,caught,1,T20I , England,Cape Town,2020
Quinton De Kock,20,3,1,111.11,2,caught,1,ODI , Pakistan,Centurion,2021
Quinton De Kock,80,10,1,93.02,1,bowled,1,ODI , Pakistan,Johannesburg,2021
Quinton De Kock,37,2,2,154.16,2,caught,1,T20I , West Indies,St George's,2021
Quinton De Kock,26,2,2,130,2,caught,1,T20I , West Indies,St George's,2021
Quinton De Kock,72,5,2,141.17,1,caught,1,T20I , West Indies,St George's,2021
Quinton De Kock,60,6,2,139.53,1,caught,2,T20I , West Indies,St George's,2021
Quinton De Kock,60,4,2,142.85,2,caught,1,T20I , West Indies,St George's,2021
Quinton De Kock,120,11,5,131.86,2,caught,1,ODI , Ireland,Dublin (Malahide),2021
Quinton De Kock,20,3,1,222.22,2,caught,1,T20I , Ireland,Dublin (Malahide),2021
Quinton De Kock,27,5,0,135,2,lbw,1,T20I , Ireland,Belfast,2021
Quinton De Kock,36,3,1,112.5,1,caught,1,T20I , Sri Lanka,Colombo (RPS),2021
Quinton De Kock,58,7,0,120.83,1,not out,2,T20I , Sri Lanka,Colombo (RPS),2021
Quinton De Kock,59,7,0,128.26,2,not out,2,T20I , Sri Lanka,Colombo (RPS),2021
Quinton De Kock,7,1,0,58.33,2,bowled,1,T20I , Australia,Abu Dhabi,2021
Quinton De Kock,12,2,0,120,1,caught,2,T20I , Sri Lanka,Sharjah,2021
Quinton De Kock,16,3,0,106.66,1,bowled,2,T20I , Bangladesh,Abu Dhabi,2021
Quinton De Kock,34,4,0,125.92,2,caught,1,T20I , England,Sharjah,2021
Quinton De Kock,27,2,0,65.85,1,bowled,1,ODI , India,Paarl,2022
Quinton De Kock,78,7,3,118.18,2,lbw,2,ODI , India,Paarl,2022
Quinton De Kock,124,12,2,95.38,1,caught,1,ODI , India,Cape Town,2022
Quinton De Kock,62,9,2,151.21,2,caught,2,ODI , Bangladesh,Johannesburg,2022
Quinton De Kock,12,2,0,150,2,caught,1,ODI , Bangladesh,Centurion,2022
Quinton De Kock,22,3,0,122.22,1,caught,2,T20I , India,Delhi,2022
Quinton De Kock,14,2,0,107.69,1,run out,2,T20I , India,Rajkot,2022
Quinton De Kock,19,3,0,86.36,2,bowled,1,ODI , England,Chester-le-Street,2022
Quinton De Kock,5,1,0,55.55,1,caught,2,ODI , England,Manchester,2022
Quinton De Kock,92,13,0,121.05,2,not out,1,ODI , England,Leeds,2022
Quinton De Kock,2,0,0,50,1,caught,2,T20I , England,Bristol,2022
Quinton De Kock,15,2,0,136.36,1,caught,1,T20I , England,Cardiff,2022
Quinton De Kock,0,0,0,0,1,bowled,1,T20I , England,Southampton,2022
Quinton De Kock,7,0,0,87.5,1,run out,1,T20I , Ireland,Bristol,2022
Quinton De Kock,7,1,0,70,2,caught,1,T20I , Ireland,Bristol,2022
Quinton De Kock,1,0,0,25,1,bowled,1,T20I , India,Thiruvananthapuram,2022
Quinton De Kock,69,3,4,143.75,2,not out,2,T20I , India,Guwahati,2022
Quinton De Kock,68,6,4,158.13,1,run out,1,T20I , India,Indore,2022
Quinton De Kock,48,5,0,88.88,2,lbw,1,ODI , India,Lucknow,2022
Quinton De Kock,5,1,0,62.5,1,bowled,1,ODI , India,Ranchi,2022
Quinton De Kock,6,1,0,60,2,caught,1,ODI , India,Delhi,2022
Quinton De Kock,47,8,1,261.11,1,not out,2,T20I , Zimbabwe,Hobart,2022
Quinton De Kock,63,7,3,165.78,2,caught,1,T20I , Bangladesh,Sydney,2022
Quinton De Kock,1,0,0,33.33,1,caught,2,T20I , India,Perth,2022
Quinton De Kock,0,0,0,0,2,caught,2,T20I , Pakistan,Sydney,2022
Quinton De Kock,13,1,1,100,1,caught,2,T20I , Netherlands,Adelaide,2022
Quinton De Kock,37,5,1,90.24,1,caught,1,ODI , England,Bloemfontein,2023
Quinton De Kock,31,4,1,110.71,1,caught,2,ODI , England,Bloemfontein,2023
Quinton De Kock,48,5,3,184.61,1,lbw,2,ODI , West Indies,East London,2023
Quinton De Kock,0,0,0,0,1,caught,1,T20I , West Indies,Centurion,2023
Quinton De Kock,100,9,8,227.27,1,caught,2,T20I , West Indies,Centurion,2023
Quinton De Kock,21,4,0,100,1,caught,2,T20I , West Indies,Johannesburg,2023
Quinton De Kock,9,2,0,42.85,1,caught,2,ODI , Netherlands,Benoni,2023
Quinton De Kock,8,1,0,42.1,1,caught,1,ODI , Netherlands,Johannesburg,2023
Brendon McCullum,5,1,0,33.33,2,run out,1,ODI , Australia,Sydney,2002
Brendon McCullum,37,2,0,57.81,2,caught,2,ODI , South Africa,Brisbane,2002
Brendon McCullum,0,0,0,0,1,caught,1,ODI , Australia,Adelaide,2002
Brendon McCullum,29,3,0,61.7,1,lbw,2,ODI , South Africa,Adelaide,2002
Brendon McCullum,9,1,0,60,3,caught,1,ODI , England,Wellington,2002
Brendon McCullum,5,1,0,55.55,3,caught,2,ODI , England,Auckland,2002
Brendon McCullum,7,1,0,70,3,bowled,2,ODI , England,Dunedin,2002
Brendon McCullum,4,1,0,100,6,caught,2,ODI , India,Auckland,2002
Brendon McCullum,7,0,0,58.33,7,caught,1,ODI , India,Napier,2002
Brendon McCullum,10,0,0,62.5,6,not out,2,ODI , India,Christchurch,2003
Brendon McCullum,35,3,0,47.94,7,bowled,1,ODI , India,Wellington,2003
Brendon McCullum,0,0,0,-,7,run out,1,ODI , India,Auckland,2003
Brendon McCullum,4,1,0,66.66,3,lbw,2,ODI , India,Hamilton,2003
Brendon McCullum,36,1,0,67.92,8,not out,1,ODI , West Indies,Gqeberha,2003
Brendon McCullum,1,0,0,14.28,8,lbw,2,ODI , Australia,Gqeberha,2003
Brendon McCullum,4,0,0,25,5,bowled,1,ODI , India,Centurion,2003
Brendon McCullum,0,0,0,0,8,lbw,1,ODI , Sri Lanka,Dambulla,2003
Brendon McCullum,47,2,3,74.6,7,not out,1,ODI , Sri Lanka,Dambulla,2003
Brendon McCullum,0,0,0,0,7,caught,2,ODI , Pakistan,Dambulla,2003
Brendon McCullum,4,1,0,66.66,8,not out,2,ODI , Pakistan,Dambulla,2003
Brendon McCullum,5,1,0,38.46,8,caught,1,ODI , Australia,Faridabad,2003
Brendon McCullum,51,6,1,108.51,9,not out,1,ODI , Australia,Pune,2003
Brendon McCullum,19,4,0,118.75,8,not out,2,ODI , India,Cuttack,2003
Brendon McCullum,7,0,0,53.84,8,caught,2,ODI , Australia,Guwahati,2003
Brendon McCullum,31,3,0,44.92,8,lbw,2,ODI , India,Hyderabad (Deccan),2003
